ID,Country,Size,Industry,Sector,Propensity,Reason1,Reason2,Reason3
C619,USA,Small,Airlines,Transportation,2,Technological Edge,Patent Portfolio,High Growth
C620,USA,Large,OEMs,Automotive,1,Low Customer Churn,Strong Brand,Dividend Growth
C621,USA,Large,Insurance,Finance,2,High Growth,Cost Efficiency,Positive Guidance
C622,USA,Small,Insurance,Finance,4,Low Competition,Share Buyback,Growing TAM
C623,USA,Small,Institutions,Education,4,Positive Guidance,Dividend Growth,Recurring Revenue
C624,USA,Large,Insurance,Finance,3,Operational Leverage,Rising Demand,New Product Launch
C625,USA,Small,Hotels,Hospitality,2,Market Leader,Growing TAM,New Product Launch
C626,USA,Small,Medical Devices,Healthcare,2,Improving Margins,Dividend Growth,Global Expansion
C627,USA,Large,Biotech,Healthcare,1,Market Leader,Dividend Growth,Patent Portfolio
C628,USA,Mid,AgTech,Agriculture,1,Technological Edge,Patent Portfolio,M&A Potential
C629,USA,Mid,Oil & Gas,Energy,4,Positive Guidance,New Product Launch,Favorable FX Trends
C630,USA,Small,Tutoring,Education,1,Operational Leverage,Improving Margins,Patent Portfolio
C631,USA,Large,Commercial RE,Real Estate,2,Regulatory Approval,Recurring Revenue,Favorable FX Trends
C632,USA,Large,Publishing,Media,4,Sticky Customers,Regulatory Approval,Recurring Revenue
C633,USA,Small,Insurance,Finance,4,Low Competition,New Product Launch,Cost Efficiency
C634,USA,Mid,Publishing,Media,3,Recurring Revenue,New Product Launch,Experienced Team
C635,USA,Large,Airlines,Transportation,3,Experienced Team,Favorable FX Trends,Market Leader
C636,USA,Micro,Parts Suppliers,Automotive,4,Market Leader,M&A Potential,Strong Brand
C637,USA,Large,Institutions,Education,1,Dividend Growth,Diversified Revenue,Low Customer Churn
C638,USA,Large,Hardware,Technology,3,Global Expansion,Sticky Customers,New Product Launch
C639,USA,Large,Renewables,Energy,2,Sector Tailwinds,Patent Portfolio,Growing TAM
C640,USA,Micro,Agribusiness,Agriculture,1,Recurring Revenue,Turnaround Plan,Capital Light Model
C641,USA,Small,Commercial RE,Real Estate,1,High Growth,Positive Guidance,Improving Margins
C642,USA,Micro,Rail,Transportation,4,Low Customer Churn,Global Expansion,Undervalued
C643,USA,Mid,Agribusiness,Agriculture,2,High Growth,Positive Guidance,New Product Launch
C644,USA,Small,Packaging,Materials,4,Growing TAM,Capital Light Model,Market Leader
C645,USA,Small,Institutions,Education,2,Share Buyback,Market Leader,Strong Management
C646,USA,Micro,Hardware,Technology,4,Experienced Team,Low Competition,Favorable FX Trends
C647,USA,Large,EdTech,Education,1,Operational Leverage,Capital Light Model,Low Leverage
C648,USA,Large,Agribusiness,Agriculture,3,Strong Management,High Growth,Technological Edge
C649,USA,Micro,Publishing,Media,1,Operational Leverage,Experienced Team,New Product Launch
C650,USA,Micro,Apparel,Consumer,1,Operational Leverage,Cost Efficiency,Low Leverage
C651,USA,Mid,Restaurants,Hospitality,1,Rising Demand,Undervalued,Sticky Customers
C652,USA,Micro,EdTech,Education,2,Share Buyback,Diversified Revenue,Capital Light Model
C653,USA,Micro,Semiconductors,Technology,3,Low Competition,Low Leverage,Diversified Revenue
C654,USA,Mid,Pharmaceuticals,Healthcare,4,Rising Demand,M&A Potential,Cost Efficiency
C655,USA,Mid,Tutoring,Education,1,Improving Margins,Share Buyback,New Product Launch
C656,USA,Micro,Food & Beverage,Consumer,2,Market Leader,Cost Efficiency,Positive Guidance
C657,USA,Mid,Tutoring,Education,3,Sticky Customers,Share Buyback,Low Customer Churn
C658,USA,Mid,Institutions,Education,4,Operational Leverage,Sticky Customers,Share Buyback
C659,USA,Large,Biotech,Healthcare,4,Rising Demand,Favorable FX Trends,Capital Light Model
C660,USA,Large,Software,Technology,3,Diversified Revenue,Rising Demand,Cost Efficiency
C661,USA,Large,Farming,Agriculture,1,Regulatory Approval,Cost Efficiency,Strong Management
C662,USA,Micro,Asset Management,Finance,3,Recurring Revenue,Strong Brand,M&A Potential
C663,USA,Mid,Broadband,Telecommunications,1,Low Competition,High Free Cash Flow,Regulatory Approval
C664,USA,Mid,Machinery,Industrials,3,Undervalued,High Growth,Rising Demand
C665,USA,Small,Tutoring,Education,3,Regulatory Approval,Strong Management,Low Capex
C666,USA,Large,Tutoring,Education,3,Improving Margins,Undervalued,Share Buyback
C667,USA,Mid,Parts Suppliers,Automotive,3,Strong Brand,Global Expansion,Low Leverage
C668,USA,Mid,Broadband,Telecommunications,4,Low Customer Churn,Technological Edge,Strong Management
C669,USA,Mid,Commercial RE,Real Estate,2,Sticky Customers,M&A Potential,Share Buyback
C670,USA,Large,Rail,Transportation,1,Sector Tailwinds,Regulatory Approval,Low Leverage
C671,USA,Small,Restaurants,Hospitality,1,Low Capex,Low Customer Churn,Market Leader
C672,USA,Small,Medical Devices,Healthcare,1,Regulatory Approval,Share Buyback,Capital Light Model
C673,USA,Large,Tutoring,Education,1,New Product Launch,Improving Margins,Low Competition
C674,USA,Small,Broadband,Telecommunications,3,Sector Tailwinds,Sticky Customers,Market Leader
C675,USA,Small,Agribusiness,Agriculture,4,Sector Tailwinds,Growing TAM,High Free Cash Flow
C676,USA,Micro,EV Manufacturers,Automotive,2,Turnaround Plan,Growing TAM,Low Competition
C677,USA,Small,Airlines,Transportation,3,Global Expansion,Undervalued,Sticky Customers
C678,USA,Small,Tutoring,Education,2,Operational Leverage,Low Capex,Cost Efficiency
C679,USA,Micro,OEMs,Automotive,4,Low Leverage,Cost Efficiency,Growing TAM
C680,USA,Micro,Institutions,Education,2,Regulatory Approval,Market Leader,Diversified Revenue
C681,USA,Mid,Banking,Finance,2,Turnaround Plan,Strong Brand,New Product Launch
C682,USA,Small,Hardware,Technology,3,Growing TAM,Undervalued,Favorable FX Trends
C683,USA,Large,EdTech,Education,4,Turnaround Plan,Recurring Revenue,High Free Cash Flow
C684,USA,Small,Insurance,Finance,3,Technological Edge,Improving Margins,Experienced Team
C685,USA,Micro,Renewables,Energy,4,Favorable FX Trends,High Growth,Low Capex
C686,USA,Micro,Pharmaceuticals,Healthcare,1,Low Leverage,Patent Portfolio,Low Competition
C687,USA,Small,Publishing,Media,1,High Growth,Low Leverage,Low Capex
C688,USA,Mid,Aerospace,Industrials,4,Diversified Revenue,Low Competition,Global Expansion
C689,USA,Mid,Broadcasting,Media,3,High Growth,Rising Demand,Growing TAM
C690,USA,Mid,Semiconductors,Technology,4,Low Capex,Growing TAM,Favorable FX Trends
C691,USA,Micro,Chemicals,Materials,3,Diversified Revenue,Market Leader,M&A Potential
C692,USA,Mid,Tutoring,Education,1,High Free Cash Flow,Market Leader,Low Leverage
C693,USA,Mid,Metals & Mining,Materials,4,Sector Tailwinds,Low Competition,Technological Edge
C694,USA,Micro,OEMs,Automotive,2,Technological Edge,High Free Cash Flow,Strong Management
C695,USA,Micro,Hotels,Hospitality,3,Regulatory Approval,Operational Leverage,Dividend Growth
C696,USA,Micro,Streaming,Media,2,Rising Demand,Low Customer Churn,Cost Efficiency
C697,USA,Micro,Tutoring,Education,2,Sector Tailwinds,Global Expansion,Dividend Growth
C698,USA,Small,Chemicals,Materials,1,Operational Leverage,Market Leader,New Product Launch
C699,USA,Micro,Parts Suppliers,Automotive,3,Share Buyback,Favorable FX Trends,Global Expansion
C700,USA,Small,Packaging,Materials,1,Positive Guidance,Regulatory Approval,High Growth
C701,USA,Mid,OEMs,Automotive,4,Technological Edge,Dividend Growth,Global Expansion
C702,USA,Micro,Medical Devices,Healthcare,1,Positive Guidance,Capital Light Model,Sticky Customers
C703,USA,Mid,Retail,Consumer,2,Strong Management,Low Capex,Regulatory Approval
C704,USA,Large,Software,Technology,2,Strong Brand,Undervalued,Diversified Revenue
C705,USA,Mid,Logistics,Transportation,3,Global Expansion,Operational Leverage,Growing TAM
C706,USA,Micro,Commercial RE,Real Estate,4,Global Expansion,M&A Potential,Regulatory Approval
C707,USA,Large,Food & Beverage,Consumer,1,Strong Management,Growing TAM,Rising Demand
C708,USA,Large,Commercial RE,Real Estate,1,Low Competition,Rising Demand,Low Capex
C709,USA,Mid,Institutions,Education,4,Share Buyback,Low Capex,Technological Edge
C710,USA,Small,Agribusiness,Agriculture,4,Share Buyback,Low Customer Churn,Sector Tailwinds
C711,USA,Large,Farming,Agriculture,2,Experienced Team,Low Competition,Favorable FX Trends
C712,USA,Small,AgTech,Agriculture,2,Global Expansion,Rising Demand,Low Competition
C713,USA,Large,Institutions,Education,4,Strong Management,Improving Margins,Favorable FX Trends
C714,USA,Large,EdTech,Education,2,Operational Leverage,Share Buyback,New Product Launch
C715,USA,Large,Parts Suppliers,Automotive,3,Strong Brand,High Free Cash Flow,Global Expansion
C716,USA,Mid,Insurance,Finance,1,Regulatory Approval,Undervalued,Growing TAM
C717,USA,Mid,Biotech,Healthcare,3,Turnaround Plan,Growing TAM,New Product Launch
C718,USA,Mid,Banking,Finance,1,Share Buyback,Strong Management,Dividend Growth
C719,USA,Large,Wireless Services,Telecommunications,3,Rising Demand,High Growth,M&A Potential
C720,USA,Small,Residential RE,Real Estate,1,New Product Launch,Low Customer Churn,Dividend Growth
C721,USA,Small,EV Manufacturers,Automotive,2,Share Buyback,High Free Cash Flow,Favorable FX Trends
C722,USA,Mid,AgTech,Agriculture,2,Growing TAM,Sticky Customers,High Growth
C723,USA,Mid,EdTech,Education,2,Operational Leverage,New Product Launch,Recurring Revenue
C724,USA,Mid,Farming,Agriculture,3,Regulatory Approval,Strong Brand,Cost Efficiency
C725,USA,Micro,Agribusiness,Agriculture,3,Favorable FX Trends,Improving Margins,Dividend Growth
C726,USA,Mid,Wireless Services,Telecommunications,3,Recurring Revenue,Operational Leverage,High Growth
C727,USA,Small,Publishing,Media,1,Growing TAM,Favorable FX Trends,Sticky Customers
C728,USA,Small,Travel,Hospitality,3,Cost Efficiency,Low Capex,Share Buyback
C729,USA,Small,Semiconductors,Technology,2,Global Expansion,Share Buyback,Regulatory Approval
C730,USA,Small,Food & Beverage,Consumer,3,Strong Management,Experienced Team,Dividend Growth
C731,USA,Micro,Packaging,Materials,2,M&A Potential,Undervalued,Technological Edge
C732,USA,Micro,Software,Technology,3,New Product Launch,High Growth,Technological Edge
C733,USA,Micro,Machinery,Industrials,1,Capital Light Model,Regulatory Approval,Recurring Revenue
C734,USA,Mid,Streaming,Media,3,Patent Portfolio,New Product Launch,Share Buyback
C735,USA,Large,Pharmaceuticals,Healthcare,2,Recurring Revenue,Turnaround Plan,Growing TAM
C736,USA,Mid,Utilities,Energy,1,Positive Guidance,Low Capex,Regulatory Approval
C737,USA,Large,Biotech,Healthcare,4,Technological Edge,Strong Brand,High Free Cash Flow
C738,USA,Large,Food & Beverage,Consumer,2,Sticky Customers,Recurring Revenue,New Product Launch
C739,USA,Micro,Rail,Transportation,2,Technological Edge,Global Expansion,Turnaround Plan
C740,USA,Small,Institutions,Education,1,Rising Demand,New Product Launch,Low Competition
C741,USA,Mid,Asset Management,Finance,3,Patent Portfolio,Sector Tailwinds,Sticky Customers
C742,USA,Micro,Medical Devices,Healthcare,2,Turnaround Plan,Recurring Revenue,Technological Edge
C743,USA,Mid,AgTech,Agriculture,2,Cost Efficiency,Capital Light Model,Diversified Revenue
C744,USA,Small,Tutoring,Education,4,Cost Efficiency,Operational Leverage,Experienced Team
C745,USA,Micro,Institutions,Education,4,Strong Brand,Low Capex,Diversified Revenue
C746,USA,Mid,Insurance,Finance,3,Market Leader,Share Buyback,Cost Efficiency
C747,USA,Micro,Institutions,Education,4,High Growth,Strong Brand,Sticky Customers
C748,USA,Large,Utilities,Energy,1,Low Leverage,Strong Management,Technological Edge
C749,USA,Large,Renewables,Energy,4,Rising Demand,Growing TAM,Diversified Revenue
C750,USA,Micro,Commercial RE,Real Estate,2,Diversified Revenue,Operational Leverage,Technological Edge
C751,USA,Large,Travel,Hospitality,1,Strong Brand,Rising Demand,Undervalued
C752,USA,Large,Oil & Gas,Energy,4,Rising Demand,Market Leader,High Growth
C753,USA,Micro,Logistics,Transportation,1,Sector Tailwinds,Dividend Growth,Low Customer Churn
C754,USA,Small,Metals & Mining,Materials,2,Low Capex,Favorable FX Trends,Recurring Revenue
C755,USA,Mid,Farming,Agriculture,4,Favorable FX Trends,New Product Launch,Dividend Growth
C756,USA,Large,Restaurants,Hospitality,1,Sticky Customers,Cost Efficiency,Sector Tailwinds
C757,USA,Mid,Oil & Gas,Energy,3,Global Expansion,Low Leverage,Strong Brand
C758,USA,Micro,Parts Suppliers,Automotive,2,Capital Light Model,Operational Leverage,Low Leverage
C759,USA,Micro,Restaurants,Hospitality,2,Growing TAM,Turnaround Plan,Improving Margins
C760,USA,Micro,Airlines,Transportation,3,Cost Efficiency,Technological Edge,Rising Demand
C761,USA,Mid,Farming,Agriculture,2,New Product Launch,Regulatory Approval,Market Leader
C762,USA,Micro,Hardware,Technology,4,High Free Cash Flow,Rising Demand,Low Customer Churn
C763,USA,Small,Parts Suppliers,Automotive,4,Global Expansion,M&A Potential,Share Buyback
C764,USA,Mid,Software,Technology,1,Strong Brand,Sector Tailwinds,Capital Light Model
C765,USA,Micro,Aerospace,Industrials,1,Regulatory Approval,High Growth,Diversified Revenue
C766,USA,Micro,Publishing,Media,2,Positive Guidance,Growing TAM,Low Competition
C767,USA,Micro,OEMs,Automotive,3,Patent Portfolio,Low Competition,High Free Cash Flow
C768,USA,Mid,Banking,Finance,2,Market Leader,Low Capex,Low Leverage
C769,USA,Small,Tutoring,Education,1,Undervalued,Cost Efficiency,Experienced Team
C770,USA,Small,Logistics,Transportation,1,Market Leader,Capital Light Model,Turnaround Plan
C771,USA,Small,Packaging,Materials,1,Low Competition,New Product Launch,Turnaround Plan
C772,USA,Micro,Agribusiness,Agriculture,4,High Growth,Diversified Revenue,M&A Potential
C773,USA,Micro,Hardware,Technology,2,Experienced Team,M&A Potential,Dividend Growth
C774,USA,Micro,Machinery,Industrials,2,Positive Guidance,Market Leader,Undervalued
C775,USA,Micro,Airlines,Transportation,4,Regulatory Approval,Global Expansion,High Growth
C776,USA,Small,Chemicals,Materials,2,Low Customer Churn,High Growth,Low Capex
C777,USA,Large,Streaming,Media,3,High Growth,Experienced Team,Operational Leverage
C778,USA,Mid,Software,Technology,3,Favorable FX Trends,Cost Efficiency,Positive Guidance
C779,USA,Large,EV Manufacturers,Automotive,4,Recurring Revenue,Positive Guidance,Rising Demand
C780,USA,Small,Commercial RE,Real Estate,1,Growing TAM,Diversified Revenue,Low Competition
C781,USA,Small,Institutions,Education,1,High Free Cash Flow,Operational Leverage,Regulatory Approval
C782,USA,Mid,Hardware,Technology,2,Global Expansion,Rising Demand,Experienced Team
C783,USA,Mid,Airlines,Transportation,3,Growing TAM,Low Customer Churn,Cost Efficiency
C784,USA,Mid,Agribusiness,Agriculture,1,Global Expansion,New Product Launch,High Growth
C785,USA,Large,Oil & Gas,Energy,4,Dividend Growth,Low Customer Churn,Market Leader
C786,USA,Mid,Metals & Mining,Materials,4,Operational Leverage,Cost Efficiency,Global Expansion
C787,USA,Small,Renewables,Energy,3,Strong Brand,Sector Tailwinds,Low Capex
C788,USA,Micro,Renewables,Energy,3,Patent Portfolio,Low Capex,Technological Edge
C789,USA,Mid,Broadband,Telecommunications,2,Low Customer Churn,Experienced Team,Sector Tailwinds
C790,USA,Small,Logistics,Transportation,1,Sector Tailwinds,Low Leverage,Sticky Customers
C791,USA,Mid,Chemicals,Materials,4,Favorable FX Trends,Sector Tailwinds,Share Buyback
C792,USA,Small,AgTech,Agriculture,3,Sticky Customers,Cost Efficiency,High Growth
C793,USA,Small,Hotels,Hospitality,4,Positive Guidance,Sector Tailwinds,High Growth
C794,USA,Micro,Aerospace,Industrials,2,Technological Edge,Share Buyback,Favorable FX Trends
C795,USA,Small,Farming,Agriculture,3,Cost Efficiency,Improving Margins,Dividend Growth
C796,USA,Large,Agribusiness,Agriculture,4,High Growth,Growing TAM,Low Capex
C797,USA,Small,Tutoring,Education,2,Undervalued,Diversified Revenue,Rising Demand
C798,USA,Mid,Travel,Hospitality,4,Low Leverage,Recurring Revenue,Turnaround Plan
C799,USA,Mid,Hotels,Hospitality,4,Improving Margins,Favorable FX Trends,Regulatory Approval
C800,USA,Large,Hardware,Technology,1,Sticky Customers,Low Leverage,High Growth
C801,USA,Micro,Tutoring,Education,3,Patent Portfolio,Recurring Revenue,Regulatory Approval
C802,USA,Large,Streaming,Media,1,Share Buyback,Low Capex,Low Customer Churn
C803,USA,Micro,Farming,Agriculture,4,Growing TAM,Capital Light Model,Turnaround Plan
C804,USA,Micro,Insurance,Finance,4,Favorable FX Trends,Undervalued,Rising Demand
C805,USA,Small,Tutoring,Education,1,Operational Leverage,High Free Cash Flow,Experienced Team
C806,USA,Micro,Parts Suppliers,Automotive,2,New Product Launch,Positive Guidance,Low Capex
C807,USA,Small,Biotech,Healthcare,4,Patent Portfolio,Rising Demand,Regulatory Approval
C808,USA,Mid,Hardware,Technology,4,Improving Margins,Dividend Growth,Positive Guidance
C809,USA,Large,Institutions,Education,2,Low Competition,Rising Demand,High Free Cash Flow
C810,USA,Large,Streaming,Media,1,Diversified Revenue,Cost Efficiency,Patent Portfolio
C811,USA,Mid,Metals & Mining,Materials,2,Recurring Revenue,Favorable FX Trends,Undervalued
C812,USA,Micro,Construction,Industrials,1,Positive Guidance,Operational Leverage,Recurring Revenue
C813,USA,Micro,Metals & Mining,Materials,2,Cost Efficiency,Global Expansion,Patent Portfolio
C814,USA,Small,EdTech,Education,4,Undervalued,Sector Tailwinds,Strong Management
C815,USA,Micro,Insurance,Finance,3,Experienced Team,Regulatory Approval,Technological Edge
C816,USA,Large,Commercial RE,Real Estate,3,Low Competition,Low Customer Churn,Sticky Customers
C817,USA,Mid,Metals & Mining,Materials,4,Low Capex,Cost Efficiency,Diversified Revenue
C818,USA,Small,Rail,Transportation,4,Patent Portfolio,Sticky Customers,New Product Launch
C819,USA,Micro,Retail,Consumer,2,Undervalued,Share Buyback,Global Expansion
C820,USA,Micro,Medical Devices,Healthcare,3,Share Buyback,Low Capex,Recurring Revenue
C821,USA,Large,Renewables,Energy,1,Turnaround Plan,Capital Light Model,Experienced Team
C822,USA,Small,Wireless Services,Telecommunications,4,Low Leverage,New Product Launch,Turnaround Plan
C823,USA,Small,EdTech,Education,1,High Free Cash Flow,Regulatory Approval,Recurring Revenue
C824,USA,Small,Farming,Agriculture,4,Dividend Growth,High Growth,Strong Brand
C825,USA,Large,Software,Technology,2,Market Leader,Low Leverage,Global Expansion
C826,USA,Micro,Metals & Mining,Materials,4,M&A Potential,Global Expansion,Market Leader
C827,USA,Large,EdTech,Education,3,Positive Guidance,Diversified Revenue,Low Capex
C828,USA,Mid,Hardware,Technology,4,Market Leader,High Free Cash Flow,Low Leverage
C829,USA,Micro,Packaging,Materials,1,Experienced Team,Recurring Revenue,M&A Potential
C830,USA,Small,Utilities,Energy,4,Rising Demand,Operational Leverage,Sector Tailwinds
C831,USA,Small,Parts Suppliers,Automotive,2,Global Expansion,Cost Efficiency,Rising Demand
C832,USA,Mid,Medical Devices,Healthcare,2,Technological Edge,Cost Efficiency,Turnaround Plan
C833,USA,Mid,Airlines,Transportation,1,Strong Brand,Experienced Team,Improving Margins
C834,USA,Small,Chemicals,Materials,2,Strong Management,Sticky Customers,Undervalued
C835,USA,Mid,Rail,Transportation,3,Dividend Growth,Strong Brand,Favorable FX Trends
C836,USA,Large,Publishing,Media,3,New Product Launch,Strong Brand,Market Leader
C837,USA,Mid,Asset Management,Finance,2,M&A Potential,Experienced Team,Strong Management
C838,USA,Micro,Oil & Gas,Energy,2,Regulatory Approval,Low Competition,Low Leverage
C839,USA,Small,Apparel,Consumer,3,Rising Demand,New Product Launch,Cost Efficiency
C840,USA,Large,Asset Management,Finance,1,Diversified Revenue,Operational Leverage,Positive Guidance
C841,USA,Large,Food & Beverage,Consumer,2,Low Leverage,Favorable FX Trends,M&A Potential
C842,USA,Large,Wireless Services,Telecommunications,3,High Growth,Diversified Revenue,Favorable FX Trends
C843,USA,Micro,Broadband,Telecommunications,4,High Free Cash Flow,Capital Light Model,Rising Demand
C844,USA,Small,Airlines,Transportation,1,Strong Management,Recurring Revenue,M&A Potential
C845,USA,Small,Metals & Mining,Materials,3,Market Leader,Patent Portfolio,Dividend Growth
C846,USA,Mid,Metals & Mining,Materials,2,Capital Light Model,Operational Leverage,Experienced Team
C847,USA,Large,Biotech,Healthcare,1,Sticky Customers,Rising Demand,High Growth
C848,USA,Small,EV Manufacturers,Automotive,2,Capital Light Model,Patent Portfolio,Technological Edge
C849,USA,Micro,Commercial RE,Real Estate,1,Global Expansion,Strong Management,Share Buyback
C850,USA,Mid,Retail,Consumer,2,Sector Tailwinds,Global Expansion,Low Leverage
C851,USA,Mid,EV Manufacturers,Automotive,4,Low Customer Churn,Undervalued,Global Expansion
C852,USA,Micro,Renewables,Energy,3,Dividend Growth,Growing TAM,Diversified Revenue
C853,USA,Large,Metals & Mining,Materials,1,High Growth,Strong Management,Improving Margins
C854,USA,Micro,Wireless Services,Telecommunications,1,Operational Leverage,Low Leverage,Global Expansion
C855,USA,Micro,EdTech,Education,4,Dividend Growth,Recurring Revenue,Sector Tailwinds
C856,USA,Micro,Institutions,Education,1,Low Leverage,Undervalued,Market Leader
C857,USA,Small,Utilities,Energy,1,High Free Cash Flow,Sticky Customers,Diversified Revenue
C858,USA,Small,OEMs,Automotive,3,Operational Leverage,Technological Edge,Global Expansion
C859,USA,Large,Asset Management,Finance,3,Positive Guidance,Undervalued,Low Competition
C860,USA,Micro,Hardware,Technology,1,Undervalued,Operational Leverage,Diversified Revenue
C861,USA,Micro,Residential RE,Real Estate,2,Strong Management,Dividend Growth,Growing TAM
C862,USA,Mid,Semiconductors,Technology,3,Capital Light Model,Growing TAM,Sector Tailwinds
C863,USA,Small,Residential RE,Real Estate,3,New Product Launch,Market Leader,Patent Portfolio
C864,USA,Small,Hardware,Technology,4,Improving Margins,Sticky Customers,Rising Demand
C865,USA,Small,Asset Management,Finance,1,Strong Management,Capital Light Model,High Free Cash Flow
C866,USA,Large,Insurance,Finance,1,Turnaround Plan,Experienced Team,Undervalued
C867,USA,Micro,Wireless Services,Telecommunications,4,Undervalued,Capital Light Model,Sector Tailwinds
C868,USA,Large,Renewables,Energy,1,Patent Portfolio,Low Capex,New Product Launch
C869,USA,Micro,Software,Technology,4,Rising Demand,Dividend Growth,M&A Potential
C870,USA,Large,EV Manufacturers,Automotive,3,Experienced Team,Growing TAM,Regulatory Approval
C871,USA,Large,AgTech,Agriculture,2,Patent Portfolio,Sector Tailwinds,Low Capex
C872,USA,Large,Pharmaceuticals,Healthcare,4,Growing TAM,Strong Management,Favorable FX Trends
C873,USA,Mid,Food & Beverage,Consumer,4,Improving Margins,Low Customer Churn,Global Expansion
C874,USA,Mid,Hotels,Hospitality,4,Rising Demand,Regulatory Approval,Sector Tailwinds
C875,USA,Mid,Institutions,Education,4,Patent Portfolio,Improving Margins,Dividend Growth
C876,USA,Small,Apparel,Consumer,1,Low Leverage,Sticky Customers,Undervalued
C877,USA,Mid,Semiconductors,Technology,2,Low Competition,Market Leader,Strong Brand
C878,USA,Mid,Food & Beverage,Consumer,4,Growing TAM,Dividend Growth,Low Customer Churn
C879,USA,Small,Rail,Transportation,2,Global Expansion,Sector Tailwinds,Dividend Growth
C880,USA,Small,Biotech,Healthcare,4,Technological Edge,Low Leverage,Dividend Growth
C881,USA,Large,Logistics,Transportation,1,Dividend Growth,Improving Margins,Positive Guidance
C882,USA,Small,Pharmaceuticals,Healthcare,2,Recurring Revenue,Dividend Growth,Rising Demand
C883,USA,Small,EdTech,Education,2,Growing TAM,Dividend Growth,Strong Brand
C884,USA,Large,Apparel,Consumer,3,Technological Edge,Dividend Growth,High Growth
C885,USA,Mid,Pharmaceuticals,Healthcare,4,Dividend Growth,Favorable FX Trends,Share Buyback
C886,USA,Large,Hardware,Technology,1,High Growth,Low Customer Churn,Improving Margins
C887,USA,Large,Renewables,Energy,2,Sticky Customers,Operational Leverage,Improving Margins
C888,USA,Large,Construction,Industrials,2,Technological Edge,Turnaround Plan,Low Capex
C889,USA,Large,Asset Management,Finance,4,M&A Potential,Sticky Customers,Share Buyback
C890,USA,Large,Agribusiness,Agriculture,1,Favorable FX Trends,Global Expansion,Operational Leverage
C891,USA,Micro,Medical Devices,Healthcare,4,New Product Launch,Experienced Team,Strong Brand
C892,USA,Small,Banking,Finance,2,Technological Edge,Sector Tailwinds,Market Leader
C893,USA,Small,Oil & Gas,Energy,3,Improving Margins,Turnaround Plan,Recurring Revenue
C894,USA,Large,Retail,Consumer,1,Undervalued,Cost Efficiency,Patent Portfolio
C895,USA,Large,Biotech,Healthcare,3,Low Leverage,Diversified Revenue,Favorable FX Trends
C896,USA,Small,Aerospace,Industrials,1,New Product Launch,Recurring Revenue,Diversified Revenue
C897,USA,Micro,Packaging,Materials,3,Low Leverage,Dividend Growth,Patent Portfolio
C898,USA,Mid,EdTech,Education,1,Turnaround Plan,High Free Cash Flow,Experienced Team
C899,USA,Mid,Logistics,Transportation,3,Rising Demand,Sticky Customers,M&A Potential
C900,USA,Micro,Insurance,Finance,3,Low Competition,Strong Management,Turnaround Plan
C901,USA,Large,Semiconductors,Technology,4,Capital Light Model,M&A Potential,Improving Margins
C902,USA,Small,Tutoring,Education,2,Strong Brand,Favorable FX Trends,Improving Margins
C903,USA,Mid,Apparel,Consumer,2,Recurring Revenue,Low Leverage,New Product Launch
C904,USA,Small,Metals & Mining,Materials,4,Cost Efficiency,Favorable FX Trends,Growing TAM
C905,USA,Large,Software,Technology,1,Capital Light Model,Diversified Revenue,Patent Portfolio
C906,USA,Small,Farming,Agriculture,4,Favorable FX Trends,Low Competition,Sector Tailwinds
C907,USA,Small,Retail,Consumer,2,Patent Portfolio,Low Capex,Experienced Team
C908,USA,Mid,Logistics,Transportation,4,Low Competition,Capital Light Model,Undervalued
C909,USA,Mid,Packaging,Materials,4,Share Buyback,Technological Edge,Strong Brand
C910,USA,Small,Aerospace,Industrials,3,Improving Margins,Cost Efficiency,M&A Potential
C911,USA,Micro,Hardware,Technology,3,Global Expansion,Undervalued,Low Customer Churn
C912,USA,Mid,Biotech,Healthcare,4,Turnaround Plan,Sticky Customers,Low Leverage
C913,USA,Mid,Semiconductors,Technology,2,Cost Efficiency,Low Capex,Turnaround Plan
C914,USA,Large,Airlines,Transportation,3,Positive Guidance,Operational Leverage,Market Leader
C915,USA,Large,Publishing,Media,3,Sticky Customers,Strong Management,High Growth
C916,USA,Mid,Chemicals,Materials,4,Strong Brand,Low Capex,New Product Launch
C917,USA,Micro,Construction,Industrials,4,New Product Launch,Low Customer Churn,Technological Edge
C918,USA,Large,Biotech,Healthcare,1,Undervalued,Technological Edge,Strong Brand
C919,USA,Large,Aerospace,Industrials,4,Low Capex,Diversified Revenue,Growing TAM
C920,USA,Large,Food & Beverage,Consumer,1,Patent Portfolio,Improving Margins,Dividend Growth
C921,USA,Mid,Broadcasting,Media,2,Turnaround Plan,Experienced Team,Cost Efficiency
C922,USA,Micro,Construction,Industrials,1,Diversified Revenue,Improving Margins,Positive Guidance
C923,USA,Small,Construction,Industrials,2,Positive Guidance,Global Expansion,Undervalued
C924,USA,Micro,Insurance,Finance,2,M&A Potential,Rising Demand,Low Competition
C925,USA,Micro,Construction,Industrials,2,Low Capex,Low Customer Churn,Patent Portfolio
C926,USA,Large,Residential RE,Real Estate,4,Sector Tailwinds,Strong Management,High Growth
C927,USA,Micro,Software,Technology,2,Technological Edge,Recurring Revenue,Dividend Growth
C928,USA,Mid,Insurance,Finance,4,High Growth,Market Leader,Low Leverage
C929,USA,Mid,Broadcasting,Media,2,Patent Portfolio,Market Leader,Technological Edge
C930,USA,Mid,Publishing,Media,1,Regulatory Approval,Strong Management,Favorable FX Trends
