ID,Size,Industry,Country,Sector,Propensity,Reason1,Reason2,Reason3
C610,Small,Medical Devices,FRA,Healthcare,1,Recurring Revenue,New Product Launch,Experienced Team
C611,Large,Pharmaceuticals,JPN,Healthcare,3,Experienced Team,Favorable FX Trends,Market Leader
C612,Mid,Metals & Mining,ITA,Materials,1,Market Leader,M&A Potential,Strong Brand
C613,Large,Institutions,JPN,Education,1,Dividend Growth,Diversified Revenue,Low Customer Churn
C614,Mid,Apparel,JPN,Consumer,1,Global Expansion,Sticky Customers,New Product Launch
C615,Small,Apparel,FRA,Consumer,3,Sector Tailwinds,Patent Portfolio,Growing TAM
C616,Small,Oil & Gas,JPN,Energy,3,Recurring Revenue,Turnaround Plan,Capital Light Model
C617,Micro,Medical Devices,JPN,Healthcare,4,High Growth,Positive Guidance,Improving Margins
C618,Mid,Software,FRA,Technology,4,Low Customer Churn,Global Expansion,Undervalued
C619,Small,Airlines,FRA,Transportation,3,High Growth,Positive Guidance,New Product Launch
C620,Large,OEMs,USA,Automotive,4,Growing TAM,Capital Light Model,Market Leader
C621,Large,Insurance,FRA,Finance,1,Share Buyback,Market Leader,Strong Management
C622,Small,Insurance,ITA,Finance,2,Experienced Team,Low Competition,Favorable FX Trends
C623,Small,Institutions,ITA,Education,3,Operational Leverage,Capital Light Model,Low Leverage
C624,Large,Insurance,JPN,Finance,4,Strong Management,High Growth,Technological Edge
C625,Small,Hotels,FRA,Hospitality,1,Operational Leverage,Experienced Team,New Product Launch
C626,Small,Medical Devices,FRA,Healthcare,4,Operational Leverage,Cost Efficiency,Low Leverage
C627,Large,Biotech,USA,Healthcare,4,Rising Demand,Undervalued,Sticky Customers
C628,Mid,AgTech,USA,Agriculture,4,Share Buyback,Diversified Revenue,Capital Light Model
C629,Mid,Oil & Gas,ITA,Energy,2,Low Competition,Low Leverage,Diversified Revenue
C630,Small,Tutoring,USA,Education,2,Rising Demand,M&A Potential,Cost Efficiency
C631,Large,Commercial RE,FRA,Real Estate,3,Improving Margins,Share Buyback,New Product Launch
C632,Large,Publishing,ITA,Media,3,Market Leader,Cost Efficiency,Positive Guidance
C633,Small,Insurance,ITA,Finance,4,Sticky Customers,Share Buyback,Low Customer Churn
C634,Mid,Publishing,JPN,Media,2,Operational Leverage,Sticky Customers,Share Buyback
C635,Large,Airlines,JPN,Transportation,4,Rising Demand,Favorable FX Trends,Capital Light Model
C636,Micro,Parts Suppliers,ITA,Automotive,4,Diversified Revenue,Rising Demand,Cost Efficiency
C637,Large,Institutions,USA,Education,1,Regulatory Approval,Cost Efficiency,Strong Management
C638,Large,Hardware,JPN,Technology,2,Recurring Revenue,Strong Brand,M&A Potential
C639,Large,Renewables,FRA,Energy,4,Low Competition,High Free Cash Flow,Regulatory Approval
C640,Micro,Agribusiness,USA,Agriculture,2,Undervalued,High Growth,Rising Demand
C641,Small,Commercial RE,USA,Real Estate,2,Regulatory Approval,Strong Management,Low Capex
C642,Micro,Rail,ITA,Transportation,4,Improving Margins,Undervalued,Share Buyback
C643,Mid,Agribusiness,FRA,Agriculture,1,Strong Brand,Global Expansion,Low Leverage
C644,Small,Packaging,ITA,Materials,2,Low Customer Churn,Technological Edge,Strong Management
C645,Small,Institutions,FRA,Education,1,Sticky Customers,M&A Potential,Share Buyback
C646,Micro,Hardware,ITA,Technology,3,Sector Tailwinds,Regulatory Approval,Low Leverage
C647,Large,EdTech,USA,Education,4,Low Capex,Low Customer Churn,Market Leader
C648,Large,Agribusiness,JPN,Agriculture,1,Regulatory Approval,Share Buyback,Capital Light Model
C649,Micro,Publishing,USA,Media,3,New Product Launch,Improving Margins,Low Competition
C650,Micro,Apparel,USA,Consumer,3,Sector Tailwinds,Sticky Customers,Market Leader
C651,Mid,Restaurants,USA,Hospitality,2,Sector Tailwinds,Growing TAM,High Free Cash Flow
C652,Micro,EdTech,FRA,Education,4,Turnaround Plan,Growing TAM,Low Competition
C653,Micro,Semiconductors,JPN,Technology,4,Global Expansion,Undervalued,Sticky Customers
C654,Mid,Pharmaceuticals,ITA,Healthcare,4,Operational Leverage,Low Capex,Cost Efficiency
C655,Mid,Tutoring,USA,Education,3,Low Leverage,Cost Efficiency,Growing TAM
C656,Micro,Food & Beverage,FRA,Consumer,3,Regulatory Approval,Market Leader,Diversified Revenue
C657,Mid,Tutoring,JPN,Education,2,Turnaround Plan,Strong Brand,New Product Launch
C658,Mid,Institutions,ITA,Education,2,Growing TAM,Undervalued,Favorable FX Trends
C659,Large,Biotech,ITA,Healthcare,3,Turnaround Plan,Recurring Revenue,High Free Cash Flow
C660,Large,Software,JPN,Technology,3,Technological Edge,Improving Margins,Experienced Team
C661,Large,Farming,USA,Agriculture,3,Favorable FX Trends,High Growth,Low Capex
C662,Micro,Asset Management,JPN,Finance,2,Low Leverage,Patent Portfolio,Low Competition
C663,Mid,Broadband,USA,Telecommunications,2,High Growth,Low Leverage,Low Capex
C664,Mid,Machinery,JPN,Industrials,2,Diversified Revenue,Low Competition,Global Expansion
C665,Small,Tutoring,JPN,Education,2,High Growth,Rising Demand,Growing TAM
C666,Large,Tutoring,JPN,Education,4,Low Capex,Growing TAM,Favorable FX Trends
C667,Mid,Parts Suppliers,JPN,Automotive,1,Diversified Revenue,Market Leader,M&A Potential
C668,Mid,Broadband,ITA,Telecommunications,3,High Free Cash Flow,Market Leader,Low Leverage
C669,Mid,Commercial RE,FRA,Real Estate,3,Sector Tailwinds,Low Competition,Technological Edge
C670,Large,Rail,USA,Transportation,4,Technological Edge,High Free Cash Flow,Strong Management
C671,Small,Restaurants,USA,Hospitality,2,Regulatory Approval,Operational Leverage,Dividend Growth
C672,Small,Medical Devices,USA,Healthcare,3,Rising Demand,Low Customer Churn,Cost Efficiency
C673,Large,Tutoring,USA,Education,4,Sector Tailwinds,Global Expansion,Dividend Growth
C674,Small,Broadband,JPN,Telecommunications,2,Operational Leverage,Market Leader,New Product Launch
C675,Small,Agribusiness,ITA,Agriculture,1,Share Buyback,Favorable FX Trends,Global Expansion
C676,Micro,EV Manufacturers,FRA,Automotive,4,Positive Guidance,Regulatory Approval,High Growth
C677,Small,Airlines,JPN,Transportation,2,Technological Edge,Dividend Growth,Global Expansion
C678,Small,Tutoring,FRA,Education,2,Positive Guidance,Capital Light Model,Sticky Customers
C679,Micro,OEMs,ITA,Automotive,4,Strong Management,Low Capex,Regulatory Approval
C680,Micro,Institutions,FRA,Education,2,Strong Brand,Undervalued,Diversified Revenue
C681,Mid,Banking,FRA,Finance,1,Global Expansion,Operational Leverage,Growing TAM
C682,Small,Hardware,JPN,Technology,1,Global Expansion,M&A Potential,Regulatory Approval
C683,Large,EdTech,ITA,Education,2,Strong Management,Growing TAM,Rising Demand
C684,Small,Insurance,JPN,Finance,4,Low Competition,Rising Demand,Low Capex
C685,Micro,Renewables,ITA,Energy,1,Share Buyback,Low Capex,Technological Edge
C686,Micro,Pharmaceuticals,USA,Healthcare,3,Share Buyback,Low Customer Churn,Sector Tailwinds
C687,Small,Publishing,USA,Media,4,Experienced Team,Low Competition,Favorable FX Trends
C688,Mid,Aerospace,ITA,Industrials,4,Global Expansion,Rising Demand,Low Competition
C689,Mid,Broadcasting,JPN,Media,3,Strong Management,Improving Margins,Favorable FX Trends
C690,Mid,Semiconductors,ITA,Technology,4,Operational Leverage,Share Buyback,New Product Launch
C691,Micro,Chemicals,JPN,Materials,1,Strong Brand,High Free Cash Flow,Global Expansion
C692,Mid,Tutoring,USA,Education,1,Regulatory Approval,Undervalued,Growing TAM
C693,Mid,Metals & Mining,ITA,Materials,1,Turnaround Plan,Growing TAM,New Product Launch
C694,Micro,OEMs,FRA,Automotive,2,Share Buyback,Strong Management,Dividend Growth
C695,Micro,Hotels,JPN,Hospitality,2,Rising Demand,High Growth,M&A Potential
C696,Micro,Streaming,FRA,Media,1,New Product Launch,Low Customer Churn,Dividend Growth
C697,Micro,Tutoring,FRA,Education,2,Share Buyback,High Free Cash Flow,Favorable FX Trends
C698,Small,Chemicals,USA,Materials,3,Growing TAM,Sticky Customers,High Growth
C699,Micro,Parts Suppliers,JPN,Automotive,1,Operational Leverage,New Product Launch,Recurring Revenue
C700,Small,Packaging,USA,Materials,3,Regulatory Approval,Strong Brand,Cost Efficiency
C701,Mid,OEMs,ITA,Automotive,3,Favorable FX Trends,Improving Margins,Dividend Growth
C702,Micro,Medical Devices,USA,Healthcare,2,Recurring Revenue,Operational Leverage,High Growth
C703,Mid,Retail,FRA,Consumer,2,Growing TAM,Favorable FX Trends,Sticky Customers
C704,Large,Software,FRA,Technology,3,Cost Efficiency,Low Capex,Share Buyback
C705,Mid,Logistics,JPN,Transportation,2,Global Expansion,Share Buyback,Regulatory Approval
C706,Micro,Commercial RE,ITA,Real Estate,4,Strong Management,Experienced Team,Dividend Growth
C707,Large,Food & Beverage,USA,Consumer,1,M&A Potential,Undervalued,Technological Edge
C708,Large,Commercial RE,USA,Real Estate,2,New Product Launch,High Growth,Technological Edge
C709,Mid,Institutions,ITA,Education,3,Capital Light Model,Regulatory Approval,Recurring Revenue
C710,Small,Agribusiness,ITA,Agriculture,2,Patent Portfolio,New Product Launch,Share Buyback
C711,Large,Farming,FRA,Agriculture,2,Recurring Revenue,Turnaround Plan,Growing TAM
C712,Small,AgTech,FRA,Agriculture,2,Positive Guidance,Low Capex,Regulatory Approval
C713,Large,Institutions,ITA,Education,4,Technological Edge,Strong Brand,High Free Cash Flow
C714,Large,EdTech,FRA,Education,2,Sticky Customers,Recurring Revenue,New Product Launch
C715,Large,Parts Suppliers,JPN,Automotive,2,Technological Edge,Global Expansion,Turnaround Plan
C716,Mid,Insurance,USA,Finance,4,Rising Demand,New Product Launch,Low Competition
C717,Mid,Biotech,JPN,Healthcare,2,Patent Portfolio,Sector Tailwinds,Sticky Customers
C718,Mid,Banking,USA,Finance,2,Turnaround Plan,Recurring Revenue,Technological Edge
C719,Large,Wireless Services,JPN,Telecommunications,1,Cost Efficiency,Capital Light Model,Diversified Revenue
C720,Small,Residential RE,USA,Real Estate,2,Cost Efficiency,Operational Leverage,Experienced Team
C721,Small,EV Manufacturers,FRA,Automotive,3,Strong Brand,Low Capex,Diversified Revenue
C722,Mid,AgTech,FRA,Agriculture,3,Market Leader,Share Buyback,Cost Efficiency
C723,Mid,EdTech,FRA,Education,1,High Growth,Strong Brand,Sticky Customers
C724,Mid,Farming,JPN,Agriculture,1,Low Leverage,Strong Management,Technological Edge
C725,Micro,Agribusiness,JPN,Agriculture,4,Rising Demand,Growing TAM,Diversified Revenue
C726,Mid,Wireless Services,JPN,Telecommunications,1,Diversified Revenue,Operational Leverage,Technological Edge
C727,Small,Publishing,USA,Media,4,Strong Brand,Rising Demand,Undervalued
C728,Small,Travel,JPN,Hospitality,3,Rising Demand,Market Leader,High Growth
C729,Small,Semiconductors,FRA,Technology,2,Sector Tailwinds,Dividend Growth,Low Customer Churn
C730,Small,Food & Beverage,JPN,Consumer,3,Low Capex,Favorable FX Trends,Recurring Revenue
C731,Micro,Packaging,FRA,Materials,3,Favorable FX Trends,New Product Launch,Dividend Growth
C732,Micro,Software,JPN,Technology,3,Sticky Customers,Cost Efficiency,Sector Tailwinds
C733,Micro,Machinery,USA,Industrials,4,Global Expansion,Low Leverage,Strong Brand
C734,Mid,Streaming,JPN,Media,3,Capital Light Model,Operational Leverage,Low Leverage
C735,Large,Pharmaceuticals,FRA,Healthcare,4,Growing TAM,Turnaround Plan,Improving Margins
C736,Mid,Utilities,USA,Energy,2,Cost Efficiency,Technological Edge,Rising Demand
C737,Large,Biotech,ITA,Healthcare,4,New Product Launch,Regulatory Approval,Market Leader
C738,Large,Food & Beverage,FRA,Consumer,4,High Free Cash Flow,Rising Demand,Low Customer Churn
C739,Micro,Rail,FRA,Transportation,1,Global Expansion,M&A Potential,Share Buyback
C740,Small,Institutions,USA,Education,3,Strong Brand,Sector Tailwinds,Capital Light Model
C741,Mid,Asset Management,JPN,Finance,1,Regulatory Approval,High Growth,Diversified Revenue
C742,Micro,Medical Devices,FRA,Healthcare,2,Positive Guidance,Growing TAM,Low Competition
C743,Mid,AgTech,FRA,Agriculture,2,Patent Portfolio,Low Competition,High Free Cash Flow
C744,Small,Tutoring,ITA,Education,1,Market Leader,Low Capex,Low Leverage
C745,Micro,Institutions,ITA,Education,4,Undervalued,Cost Efficiency,Experienced Team
C746,Mid,Insurance,JPN,Finance,4,Market Leader,Capital Light Model,Turnaround Plan
C747,Micro,Institutions,ITA,Education,3,Low Competition,New Product Launch,Turnaround Plan
C748,Large,Utilities,USA,Energy,2,High Growth,Diversified Revenue,M&A Potential
C749,Large,Renewables,ITA,Energy,4,Experienced Team,M&A Potential,Dividend Growth
C750,Micro,Commercial RE,FRA,Real Estate,3,Positive Guidance,Market Leader,Undervalued
C751,Large,Travel,USA,Hospitality,1,Regulatory Approval,Global Expansion,High Growth
C752,Large,Oil & Gas,ITA,Energy,4,Low Customer Churn,High Growth,Low Capex
C753,Micro,Logistics,USA,Transportation,4,High Growth,Experienced Team,Operational Leverage
C754,Small,Metals & Mining,FRA,Materials,1,Favorable FX Trends,Cost Efficiency,Positive Guidance
C755,Mid,Farming,ITA,Agriculture,1,Recurring Revenue,Positive Guidance,Rising Demand
C756,Large,Restaurants,USA,Hospitality,1,Growing TAM,Diversified Revenue,Low Competition
C757,Mid,Oil & Gas,JPN,Energy,2,High Free Cash Flow,Operational Leverage,Regulatory Approval
C758,Micro,Parts Suppliers,FRA,Automotive,4,Global Expansion,Rising Demand,Experienced Team
C759,Micro,Restaurants,FRA,Hospitality,2,Growing TAM,Low Customer Churn,Cost Efficiency
C760,Micro,Airlines,JPN,Transportation,4,Global Expansion,New Product Launch,High Growth
C761,Mid,Farming,FRA,Agriculture,2,Dividend Growth,Low Customer Churn,Market Leader
C762,Micro,Hardware,ITA,Technology,3,Operational Leverage,Cost Efficiency,Global Expansion
C763,Small,Parts Suppliers,ITA,Automotive,4,Strong Brand,Sector Tailwinds,Low Capex
C764,Mid,Software,USA,Technology,3,Patent Portfolio,Low Capex,Technological Edge
C765,Micro,Aerospace,USA,Industrials,1,Low Customer Churn,Experienced Team,Sector Tailwinds
C766,Micro,Publishing,FRA,Media,1,Sector Tailwinds,Low Leverage,Sticky Customers
C767,Micro,OEMs,JPN,Automotive,2,Favorable FX Trends,Sector Tailwinds,Share Buyback
C768,Mid,Banking,FRA,Finance,3,Sticky Customers,Cost Efficiency,High Growth
C769,Small,Tutoring,USA,Education,4,Positive Guidance,Sector Tailwinds,High Growth
C770,Small,Logistics,USA,Transportation,4,Technological Edge,Share Buyback,Favorable FX Trends
C771,Small,Packaging,USA,Materials,2,Cost Efficiency,Improving Margins,Dividend Growth
C772,Micro,Agribusiness,ITA,Agriculture,1,High Growth,Growing TAM,Low Capex
C773,Micro,Hardware,FRA,Technology,3,Undervalued,Diversified Revenue,Rising Demand
C774,Micro,Machinery,FRA,Industrials,3,Low Leverage,Recurring Revenue,Turnaround Plan
C775,Micro,Airlines,ITA,Transportation,3,Improving Margins,Favorable FX Trends,Regulatory Approval
C776,Small,Chemicals,FRA,Materials,3,Sticky Customers,Low Leverage,High Growth
C777,Large,Streaming,JPN,Media,1,Patent Portfolio,Recurring Revenue,Regulatory Approval
C778,Mid,Software,JPN,Technology,4,Share Buyback,Low Capex,Low Customer Churn
C779,Large,EV Manufacturers,ITA,Automotive,3,Growing TAM,Capital Light Model,Turnaround Plan
C780,Small,Commercial RE,USA,Real Estate,3,Favorable FX Trends,Undervalued,Rising Demand
C781,Small,Institutions,USA,Education,4,Operational Leverage,High Free Cash Flow,Experienced Team
C782,Mid,Hardware,FRA,Technology,3,New Product Launch,Positive Guidance,Low Capex
C783,Mid,Airlines,JPN,Transportation,3,Patent Portfolio,Rising Demand,Regulatory Approval
C784,Mid,Agribusiness,USA,Agriculture,2,Improving Margins,Dividend Growth,Positive Guidance
C785,Large,Oil & Gas,ITA,Energy,4,Low Competition,Rising Demand,High Free Cash Flow
C786,Mid,Metals & Mining,ITA,Materials,1,Diversified Revenue,Cost Efficiency,Patent Portfolio
C787,Small,Renewables,JPN,Energy,1,Recurring Revenue,Favorable FX Trends,Undervalued
C788,Micro,Renewables,JPN,Energy,3,Positive Guidance,Operational Leverage,Recurring Revenue
C789,Mid,Broadband,FRA,Telecommunications,3,Cost Efficiency,Global Expansion,Patent Portfolio
C790,Small,Logistics,USA,Transportation,3,Undervalued,Sector Tailwinds,Strong Management
C791,Mid,Chemicals,ITA,Materials,1,Experienced Team,Regulatory Approval,Technological Edge
C792,Small,AgTech,JPN,Agriculture,3,Low Competition,Low Customer Churn,Sticky Customers
C793,Small,Hotels,ITA,Hospitality,1,Low Capex,Cost Efficiency,Diversified Revenue
C794,Micro,Aerospace,FRA,Industrials,1,Patent Portfolio,Sticky Customers,New Product Launch
C795,Small,Farming,JPN,Agriculture,3,Undervalued,Share Buyback,Global Expansion
C796,Large,Agribusiness,ITA,Agriculture,1,Share Buyback,Low Capex,Recurring Revenue
C797,Small,Tutoring,FRA,Education,1,Turnaround Plan,Capital Light Model,Experienced Team
C798,Mid,Travel,ITA,Hospitality,4,Low Leverage,New Product Launch,Turnaround Plan
C799,Mid,Hotels,ITA,Hospitality,2,High Free Cash Flow,Regulatory Approval,Recurring Revenue
C800,Large,Hardware,USA,Technology,3,Dividend Growth,High Growth,Strong Brand
C801,Micro,Tutoring,JPN,Education,4,Market Leader,Low Leverage,Global Expansion
C802,Large,Streaming,USA,Media,4,M&A Potential,Global Expansion,Market Leader
C803,Micro,Farming,ITA,Agriculture,4,Positive Guidance,Diversified Revenue,Low Capex
C804,Micro,Insurance,ITA,Finance,4,Market Leader,High Free Cash Flow,Low Leverage
C805,Small,Tutoring,USA,Education,4,Experienced Team,Recurring Revenue,M&A Potential
C806,Micro,Parts Suppliers,FRA,Automotive,2,Rising Demand,Operational Leverage,Sector Tailwinds
C807,Small,Biotech,ITA,Healthcare,2,Global Expansion,Cost Efficiency,Rising Demand
C808,Mid,Hardware,ITA,Technology,3,Technological Edge,Cost Efficiency,Turnaround Plan
C809,Large,Institutions,FRA,Education,4,Strong Brand,Experienced Team,Improving Margins
C810,Large,Streaming,USA,Media,4,Strong Management,Sticky Customers,Undervalued
C811,Mid,Metals & Mining,FRA,Materials,3,Dividend Growth,Strong Brand,Favorable FX Trends
C812,Micro,Construction,USA,Industrials,2,New Product Launch,Strong Brand,Market Leader
C813,Micro,Metals & Mining,FRA,Materials,1,M&A Potential,Experienced Team,Strong Management
C814,Small,EdTech,ITA,Education,1,Regulatory Approval,Low Competition,Low Leverage
C815,Micro,Insurance,JPN,Finance,2,Rising Demand,New Product Launch,Cost Efficiency
C816,Large,Commercial RE,JPN,Real Estate,4,Diversified Revenue,Operational Leverage,Positive Guidance
C817,Mid,Metals & Mining,ITA,Materials,3,Low Leverage,Favorable FX Trends,M&A Potential
C818,Small,Rail,ITA,Transportation,2,High Growth,Diversified Revenue,Favorable FX Trends
C819,Micro,Retail,FRA,Consumer,2,High Free Cash Flow,Capital Light Model,Rising Demand
C820,Micro,Medical Devices,JPN,Healthcare,1,Strong Management,Recurring Revenue,M&A Potential
C821,Large,Renewables,USA,Energy,3,Market Leader,Patent Portfolio,Dividend Growth
C822,Small,Wireless Services,ITA,Telecommunications,4,Capital Light Model,Operational Leverage,Experienced Team
C823,Small,EdTech,USA,Education,3,Sticky Customers,Rising Demand,High Growth
C824,Small,Farming,ITA,Agriculture,4,Capital Light Model,Patent Portfolio,Technological Edge
C825,Large,Software,FRA,Technology,4,Global Expansion,Strong Management,Share Buyback
C826,Micro,Metals & Mining,ITA,Materials,2,Sector Tailwinds,Global Expansion,Low Leverage
C827,Large,EdTech,JPN,Education,4,Low Customer Churn,Undervalued,Global Expansion
C828,Mid,Hardware,ITA,Technology,4,Dividend Growth,Growing TAM,Diversified Revenue
C829,Micro,Packaging,USA,Materials,1,High Growth,Strong Management,Improving Margins
C830,Small,Utilities,ITA,Energy,4,Operational Leverage,Low Leverage,Global Expansion
C831,Small,Parts Suppliers,FRA,Automotive,4,Dividend Growth,Recurring Revenue,Sector Tailwinds
C832,Mid,Medical Devices,FRA,Healthcare,4,Low Leverage,Undervalued,Market Leader
C833,Mid,Airlines,USA,Transportation,4,High Free Cash Flow,Sticky Customers,Diversified Revenue
C834,Small,Chemicals,FRA,Materials,1,Operational Leverage,Technological Edge,Global Expansion
C835,Mid,Rail,JPN,Transportation,2,Positive Guidance,Undervalued,Low Competition
C836,Large,Publishing,JPN,Media,2,Undervalued,Operational Leverage,Diversified Revenue
C837,Mid,Asset Management,FRA,Finance,1,Strong Management,Dividend Growth,Growing TAM
C838,Micro,Oil & Gas,FRA,Energy,4,Capital Light Model,Growing TAM,Sector Tailwinds
C839,Small,Apparel,JPN,Consumer,1,New Product Launch,Market Leader,Patent Portfolio
C840,Large,Asset Management,USA,Finance,2,Improving Margins,Sticky Customers,Rising Demand
C841,Large,Food & Beverage,FRA,Consumer,1,Strong Management,Capital Light Model,High Free Cash Flow
C842,Large,Wireless Services,JPN,Telecommunications,2,Turnaround Plan,Experienced Team,Undervalued
C843,Micro,Broadband,ITA,Telecommunications,3,Undervalued,Capital Light Model,Sector Tailwinds
C844,Small,Airlines,USA,Transportation,4,Patent Portfolio,Low Capex,New Product Launch
C845,Small,Metals & Mining,JPN,Materials,1,Rising Demand,Dividend Growth,M&A Potential
C846,Mid,Metals & Mining,FRA,Materials,2,Experienced Team,Growing TAM,Regulatory Approval
C847,Large,Biotech,USA,Healthcare,4,Patent Portfolio,Sector Tailwinds,Low Capex
C848,Small,EV Manufacturers,FRA,Automotive,4,Growing TAM,Strong Management,Favorable FX Trends
C849,Micro,Commercial RE,USA,Real Estate,1,Improving Margins,Low Customer Churn,Global Expansion
C850,Mid,Retail,FRA,Consumer,4,Rising Demand,Regulatory Approval,Sector Tailwinds
C851,Mid,EV Manufacturers,ITA,Automotive,4,Patent Portfolio,Improving Margins,Dividend Growth
C852,Micro,Renewables,JPN,Energy,4,Low Leverage,Sticky Customers,Undervalued
C853,Large,Metals & Mining,USA,Materials,1,Low Competition,Market Leader,Strong Brand
C854,Micro,Wireless Services,USA,Telecommunications,3,Growing TAM,Dividend Growth,Low Customer Churn
C855,Micro,EdTech,ITA,Education,3,Global Expansion,Sector Tailwinds,Dividend Growth
C856,Micro,Institutions,USA,Education,2,Technological Edge,Low Leverage,Dividend Growth
C857,Small,Utilities,USA,Energy,3,Dividend Growth,Improving Margins,Positive Guidance
C858,Small,OEMs,JPN,Automotive,4,Recurring Revenue,Dividend Growth,Rising Demand
C859,Large,Asset Management,JPN,Finance,4,Growing TAM,Dividend Growth,Strong Brand
C860,Micro,Hardware,USA,Technology,4,Technological Edge,Dividend Growth,High Growth
C861,Micro,Residential RE,FRA,Real Estate,1,Dividend Growth,Favorable FX Trends,Share Buyback
C862,Mid,Semiconductors,JPN,Technology,1,High Growth,Low Customer Churn,Improving Margins
C863,Small,Residential RE,JPN,Real Estate,4,Sticky Customers,Operational Leverage,Improving Margins
C864,Small,Hardware,ITA,Technology,4,Technological Edge,Turnaround Plan,Low Capex
C865,Small,Asset Management,USA,Finance,1,M&A Potential,Sticky Customers,Share Buyback
C866,Large,Insurance,USA,Finance,3,Favorable FX Trends,Global Expansion,Operational Leverage
C867,Micro,Wireless Services,ITA,Telecommunications,3,New Product Launch,Experienced Team,Strong Brand
C868,Large,Renewables,USA,Energy,3,Technological Edge,Sector Tailwinds,Market Leader
C869,Micro,Software,ITA,Technology,3,Improving Margins,Turnaround Plan,Recurring Revenue
C870,Large,EV Manufacturers,JPN,Automotive,3,Undervalued,Cost Efficiency,Patent Portfolio
C871,Large,AgTech,FRA,Agriculture,3,Low Leverage,Diversified Revenue,Favorable FX Trends
C872,Large,Pharmaceuticals,ITA,Healthcare,3,New Product Launch,Recurring Revenue,Diversified Revenue
C873,Mid,Food & Beverage,ITA,Consumer,2,Low Leverage,Dividend Growth,Patent Portfolio
C874,Mid,Hotels,ITA,Hospitality,1,Turnaround Plan,High Free Cash Flow,Experienced Team
C875,Mid,Institutions,ITA,Education,4,Rising Demand,Sticky Customers,M&A Potential
C876,Small,Apparel,USA,Consumer,2,Low Competition,Strong Management,Turnaround Plan
C877,Mid,Semiconductors,FRA,Technology,4,Capital Light Model,M&A Potential,Improving Margins
C878,Mid,Food & Beverage,ITA,Consumer,2,Strong Brand,Favorable FX Trends,Improving Margins
C879,Small,Rail,FRA,Transportation,1,Recurring Revenue,Low Leverage,New Product Launch
C880,Small,Biotech,ITA,Healthcare,2,Cost Efficiency,Favorable FX Trends,Growing TAM
C881,Large,Logistics,USA,Transportation,4,Capital Light Model,Diversified Revenue,Patent Portfolio
C882,Small,Pharmaceuticals,FRA,Healthcare,1,Favorable FX Trends,Low Competition,Sector Tailwinds
C883,Small,EdTech,FRA,Education,1,Patent Portfolio,Low Capex,Experienced Team
C884,Large,Apparel,JPN,Consumer,1,Low Competition,Capital Light Model,Undervalued
C885,Mid,Pharmaceuticals,ITA,Healthcare,3,Share Buyback,Technological Edge,Strong Brand
C886,Large,Hardware,USA,Technology,4,Improving Margins,Cost Efficiency,M&A Potential
C887,Large,Renewables,FRA,Energy,3,Global Expansion,Undervalued,Low Customer Churn
C888,Large,Construction,FRA,Industrials,2,Turnaround Plan,Sticky Customers,Low Leverage
C889,Large,Asset Management,ITA,Finance,3,Cost Efficiency,Low Capex,Turnaround Plan
C890,Large,Agribusiness,USA,Agriculture,2,Positive Guidance,Operational Leverage,Market Leader
C891,Micro,Medical Devices,ITA,Healthcare,3,Sticky Customers,Strong Management,High Growth
C892,Small,Banking,FRA,Finance,3,Strong Brand,Low Capex,New Product Launch
C893,Small,Oil & Gas,JPN,Energy,4,New Product Launch,Low Customer Churn,Technological Edge
C894,Large,Retail,USA,Consumer,4,Undervalued,Technological Edge,Strong Brand
C895,Large,Biotech,JPN,Healthcare,2,Low Capex,Diversified Revenue,Growing TAM
C896,Small,Aerospace,USA,Industrials,2,Patent Portfolio,Improving Margins,Dividend Growth
C897,Micro,Packaging,JPN,Materials,1,Turnaround Plan,Experienced Team,Cost Efficiency
C898,Mid,EdTech,USA,Education,3,Diversified Revenue,Improving Margins,Positive Guidance
C899,Mid,Logistics,JPN,Transportation,4,Positive Guidance,Global Expansion,Undervalued
C900,Micro,Insurance,JPN,Finance,3,M&A Potential,Rising Demand,Low Competition
C901,Large,Semiconductors,ITA,Technology,4,Low Capex,Low Customer Churn,Patent Portfolio
C902,Small,Tutoring,FRA,Education,1,Sector Tailwinds,Strong Management,High Growth
C903,Mid,Apparel,FRA,Consumer,1,Technological Edge,Recurring Revenue,Dividend Growth
C904,Small,Metals & Mining,ITA,Materials,3,High Growth,Market Leader,Low Leverage
C905,Large,Software,USA,Technology,3,Patent Portfolio,Market Leader,Technological Edge
C906,Small,Farming,ITA,Agriculture,2,Regulatory Approval,Strong Management,Favorable FX Trends
C907,Small,Retail,FRA,Consumer,2,Strong Management,Sector Tailwinds,Global Expansion
C908,Mid,Logistics,ITA,Transportation,1,Cost Efficiency,Low Customer Churn,Diversified Revenue
C909,Mid,Packaging,ITA,Materials,1,Low Capex,Diversified Revenue,Share Buyback
C910,Small,Aerospace,JPN,Industrials,1,Rising Demand,Low Competition,Share Buyback
C911,Micro,Hardware,JPN,Technology,2,Positive Guidance,M&A Potential,Recurring Revenue
C912,Mid,Biotech,ITA,Healthcare,1,Growing TAM,Rising Demand,Sector Tailwinds
C913,Mid,Semiconductors,FRA,Technology,3,Growing TAM,Improving Margins,Capital Light Model
C914,Large,Airlines,JPN,Transportation,3,Experienced Team,Positive Guidance,Market Leader
C915,Large,Publishing,JPN,Media,1,Regulatory Approval,Sector Tailwinds,Growing TAM
